fdc_id,description
328672,"sugars, cottage cheese, 2% milkfat"
328673,"thiamin, cottage cheese, 2% milkfat"
328674,"vitamin b6, cottage cheese, 2% milkfat"
328676,"pantothenic acid, cottage cheese, 2% milkfat"
328678,"vitamin b12, cottage cheese, 2% milkfat"
328679,"cottage cheese, 2% milkfat, breakstone (al,in) - cy120fs"
328680,"cottage cheese, 2% milkfat, breakstone (al1) - nfy120bst"
328681,"cottage cheese, 2% milkfat, breakstone (al1) - nfy120bsu"
328682,"cottage cheese, 2% milkfat, breakstone (in1) - nfy120bt6"
328683,"cottage cheese, 2% milkfat, breakstone (in1) - nfy120bt5"
328686,"tocopherols, cottage cheese, 2% milkfat"
328695,"cottage cheese, 2% milkfat, breakstone (mi,ok) - cy120fu"
328696,"cottage cheese, 2% milkfat, breakstone (mi1) - nfy120bsv"
328697,"cottage cheese, 2% milkfat, breakstone (mi1) - nfy120bsw"
328698,"cottage cheese, 2% milkfat, breakstone (ok1) - nfy120bt0"
328699,"cottage cheese, 2% milkfat, breakstone (ok1) - nfy120bsz"
328736,"cottage cheese, 2% milkfat, daisy (mo,ct) - cy120fx"
328737,"cottage cheese, 2% milkfat, daisy (mo1) - nfy120bsr"
328738,"cottage cheese, 2% milkfat, daisy (mo1) - nfy120bss"
328739,"cottage cheese, 2% milkfat, daisy (ct1) - nfy120bso"
328740,"cottage cheese, 2% milkfat, daisy (ct1) - nfy120bsn"
328741,"cholesterol & moisture, cottage cheese, 2% milkfat"
328751,"cottage cheese, 2% milkfat, knudsen (ca1,ca2) - cy120fw"
328752,"cottage cheese, 2% milkfat, knudsen (ca1) - nfy120btd"
328753,"cottage cheese, 2% milkfat, knudsen (ca1) - nfy120bte"
328754,"cottage cheese, 2% milkfat, knudsen (ca2) - nfy120btb"
328755,"cottage cheese, 2% milkfat, knudsen (ca2) - nfy120btc"
328769,"cottage cheese, 2% milkfat, daisy (mi,ny) - cy120fz"
328770,"cottage cheese, 2% milkfat, daisy (mi1) - nfy120bsi"
328771,"cottage cheese, 2% milkfat, daisy (mi1) - nfy120bsh"
328772,"cottage cheese, 2% milkfat, daisy (ny) - nfy120bsp"
328773,"cottage cheese, 2% milkfat, daisy (ny) - nfy120bsq"
328809,"cottage cheese, 2% milkfat, daisy (fl,in) - cy120g3"
328810,"cottage cheese, 2% milkfat, daisy (fl1) - nfy120bsf"
328811,"cottage cheese, 2% milkfat, daisy (fl) - nfy120bsg"
328812,"cottage cheese, 2% milkfat, daisy (in1) - nfy120bsm"
328813,"cottage cheese, 2% milkfat, daisy (in1) - nfy120bsl"
328825,"cottage cheese, 2% milkfat, daisy (nc1) - nfy120bse"
328826,"cottage cheese, 2% milkfat, daisy (nc1) - nfy120bsd"
328841,"cheese, cottage, lowfat"
328842,"mozzarella cheese, low-moisture, part-skim"
328843,"mozzarella, low-moisture, part-skim"
328847,"minerals, mozzarella cheese, low-moisture"
328848,"fatty acids, mozzarella cheese, low-moisture"
328849,"proximates, mozzarella cheese, low-moisture"
328890,"tocopherols, mozzarella cheese, low-moisture"
328891,"cholesterol, mozzarella cheese, low-moisture"
328893,"niacin, mozzarella cheese, low-moisture"
328894,"riboflavin, mozzarella cheese, low-moisture"
328895,"selenium, mozzarella cheese, low-moisture"
328896,"thiamin, mozzarella cheese, low-moisture"
328897,"vitamin b6, mozzarella cheese, low-moisture"
328900,"vitamin b12, mozzarella cheese, low-moisture"
328901,"vitamin k, mozzarella cheese, low-moisture"
328913,"folate, mozzarella cheese, low-moisture"
328921,"pantothenic acid, mozzarella cheese, low-moisture"
328931,"retinol, mozzarella cheese, low-moisture"
328939,"sugars, mozzarella cheese, low-moisture"
329131,"cheese, string (low-moisture, part-skim mozzarella)"
329135,"minerals, cheese, string (low-moisture"
329136,"proximates, cheese, string (low-moisture"
329137,"fatty acids, cheese, string (low-moisture"
329145,"pantothenic acid, cheese, string (low-moisture"
329151,"niacin, cheese, string (low-moisture"
329152,"riboflavin, cheese, string (low-moisture"
329153,"thiamin, cheese, string (low-moisture"
329154,"vitamin b6, cheese, string (low-moisture"
329157,"vitamin b12, cheese, string (low-moisture"
329158,"cholesterol, cheese, string (low-moisture"
329159,"vitamin k, cheese, string (low-moisture"
329169,"retinol, cheese, string (low-moisture"
329179,"selenium, cheese, string (low-moisture"
329188,"choline, cheese, string (low-moisture"
329370,"cheese, mozzarella, low moisture"
329371,"egg, dried whole, producer d"
329372,dried whole egg (without free-flow agent added)
329373,whole eggs dried
329374,"whole eggs, dried"
329378,"egg, dried whole, producer c"
329385,"egg, dried whole, producer e"
329399,"egg, dried whole, producer f"
329441,"egg, dried whole, producer b"
329476,"egg, dried whole, producer a"
329490,"egg, whole, dried"
329491,"egg, liquid yolk, producer c"
329492,"liquid egg yolk (plain, no salt or sugar)"
329493,egg yolk
329505,"egg, liquid yolk, producer d"
329533,"egg, liquid yolk, producer f"
329540,"egg, liquid yolk, producer b"
329561,"egg, liquid yolk, producer e"
329596,"egg, yolk, raw"
329597,"egg, dried yolk, producer c"
329598,dried egg yolk (without free-flow agent added)
329599,egg yolks dried
329601,"egg yolks, dried"
329604,"egg, dried yolk, producer e"
329618,"egg, dried yolk, producer f"
329646,"egg, dried yolk, producer b"
329653,"egg, dried yolk, producer d"
329667,"egg, dried yolk, producer a"
329716,"egg, yolk, dried"
329717,"cheese, dry white, queso seco"
329718,"dry white cheese, queso seco, don francisco cotija (ca) - nfy0901gx"
329719,"dry white cheese, queso seco, cacique cotija (ca) - nfy0901hx"
329720,"dry white cheese, queso seco, cacique cotija (ca) - nfy0901hw"
329721,"dry white cheese, queso seco, don francisco cotija (ca) - nfy0901gy"
329722,"minerals, cheese, dry white"
329723,"niacin, cheese, dry white"
329724,"thiamin, cheese, dry white"
329725,"vitamin b6, cheese, dry white"
329726,"vitamin e, cheese, dry white"
329727,"cholesterol, cheese, dry white"
329728,"fatty acids, cheese, dry white"
329729,"pantothenic acid, cheese, dry white"
329730,"proximates, cheese, dry white"
329731,"riboflavin, cheese, dry white"
329732,"vitamin b12, cheese, dry white"
329733,"sugars, cheese, dry white"
329735,"dry white cheese, queso seco, la fe cotija (fl) - nfy0901gq"
329736,"dry white cheese, queso seco, cacique cotija (ca) - nfy0901hr"
329737,"dry white cheese, queso seco, cacique cotija (ca) - nfy0901hq"
329738,"dry white cheese, queso seco, la fe cotija (fl) - nfy0901gr"
329752,"dry white cheese, queso seco, el mexicano (nv) - nfy0901f4"
329753,"dry white cheese, queso seco, quesos la ricura limited tm (tx) - nfy0901kb"
329754,"dry white cheese, queso seco, el mexicano (nv) - nfy0901f5"
329755,"dry white cheese, queso seco, quesos la ricura limited tm (tx) - nfy0901ka"
329769,"dry white cheese, queso seco, el mexicano brand (ca) - nfy0901hl"
329770,"dry white cheese, queso seco, el mexicano brand (ca) - nfy0901hm"
329784,"dry white cheese, queso seco, la cremosita (md) - nfy0901el"
329785,"dry white cheese, queso seco, cacique (nm) - nfy0901gv"
329786,"dry white cheese, queso seco, la cremosita (md) - nfy0901em"
329787,"dry white cheese, queso seco, cacique cotija (nm) - nfy0901gu"
329790,"selenium, cheese, dry white"
329793,"retinol, cheese, dry white"
329795,"amino acids, cheese, dry white"
329802,"choline, cheese, dry white"
329803,"carotenoids, cheese, dry white"
329805,"vitamin k, cheese, dry white"
329807,"dry white cheese, queso seco, quesos la ricura limited (ny) - nfy0901f7"
329808,"dry white cheese, queso seco, quesos la ricura limited (ny) - nfy0901f6"
329809,"dry white cheese, queso seco, quesos la ricura limited tm (tx) - nfy0901he"
329810,"dry white cheese, queso seco, quesos la ricura limited tm (tx) - nfy0901hd"
329827,"vitamin d, cheese, dry white"
329831,"greek yogurt, chobani plain non-fat (ny1) - cy0921i"
329832,"greek yogurt, chobani plain non-fat (ny1) - nfy090zvq"
329833,"greek yogurt, chobani plain non-fat (ny1) - nfy090zvr"
329834,"greek yogurt, chobani plain non-fat (ny1) - nfy090zvs"
329835,"minerals, greek yogurt, chobani plain non-fat (ny1) - nfy0910zw"
329836,"proximates, greek yogurt, chobani plain non-fat (ny1) - nfy0910zx"
329837,"greek yogurt, chobani plain non-fat (fl1,mo1) - cy0921m"
329838,"greek yogurt, chobani plain non-fat (mo1) - nfy090zp9"
329839,"greek yogurt, chobani plain non-fat (mo1) - nfy090zp6"
329840,"greek yogurt, chobani plain non-fat (mo1) - nfy090zpa"
329841,"greek yogurt, chobani plain non-fat (mo1) - nfy090zp7"
329842,"greek yogurt, chobani plain non-fat (mo1) - nfy090zp8"
329843,"greek yogurt, chobani plain non-fat (fl1) - nfy090ztj"
329844,"minerals, greek yogurt, chobani plain non-fat (fl1,mo1) - nfy09111f"
329845,"proximates, greek yogurt, chobani plain non-fat (fl1,mo1) - nfy09111g"
329846,"greek yogurt, fage plain nonfat (in1,ny1) - cy0921o"
329847,"greek yogurt, fage plain nonfat (in1) - nfy090zpn"
329848,"greek yogurt, fage plain nonfat (in1) - nfy090zpm"
329849,"greek yogurt, fage plain nonfat (ny1) - nfy090zvu"
329850,"greek yogurt, fage plain nonfat (ny1) - nfy090zvt"
329851,"minerals, greek yogurt, fage plain nonfat (in1,ny1) - nfy091129"
329852,"proximates, greek yogurt, fage plain nonfat (in1,ny1) - nfy09112a"
329853,"greek yogurt, chobani plain non-fat (ca2,nc1) - cy0921k"
329854,"greek yogurt, chobani plain non-fat (ca2) - nfy0910ip"
329855,"greek yogurt, chobani plain non-fat (nc1) - nfy090zom"
329856,"greek yogurt, chobani plain non-fat (ca2) - nfy0910iq"
329857,"greek yogurt, chobani plain non-fat (nc1) - nfy090zon"
329858,"greek yogurt, chobani plain non-fat (ca2) - nfy0910it"
329859,"greek yogurt, chobani plain non-fat (nc1) - nfy090zoq"
329860,"greek yogurt, chobani plain non-fat (ca2) - nfy0910io"
329861,"greek yogurt, chobani plain non-fat (nc1) - nfy090zol"
329862,"greek yogurt, chobani plain non-fat (nc1) - nfy090zop"
329863,"greek yogurt, chobani plain non-fat (ca2) - nfy0910is"
329864,"greek yogurt, chobani plain non-fat (ca2) - nfy0910in"
329865,"greek yogurt, chobani plain non-fat (ca2) - nfy0910ir"
329866,"greek yogurt, chobani plain non-fat (nc1) - nfy090zok"
329867,"greek yogurt, chobani plain non-fat (nc1) - nfy090zoo"
329868,"minerals, greek yogurt, chobani plain non-fat (ca2,nc1) - nfy09110q"
329869,"proximates, greek yogurt, chobani plain non-fat (ca2,nc1) - nfy09110r"
329870,"greek yogurt, fage plain nonfat (ok1) - cy0921q"
329871,"greek yogurt, fage plain nonfat (ok1) - nfy0910j8"
329872,"minerals, greek yogurt, fage plain nonfat (ok1) - nfy091130"
329873,"proximates, greek yogurt, fage plain nonfat (ok1) - nfy091131"
329874,"greek yogurt, fage plain nonfat (fl1) - cy0921s"
329875,"greek yogurt, fage plain nonfat (fl1) - nfy090ztv"
329876,"greek yogurt, fage plain nonfat (fl1) - nfy090ztw"
329877,"greek yogurt, fage plain nonfat (fl1) - nfy090ztx"
329878,"greek yogurt, fage plain nonfat (fl1) - nfy090ztu"
329879,"greek yogurt, fage plain nonfat (fl1) - nfy090ztt"
329880,"greek yogurt, fage plain nonfat (fl1) - nfy090ztz"
329881,"minerals, greek yogurt, fage plain nonfat (fl1) - nfy09113p"
329882,"proximates, greek yogurt, fage plain nonfat (fl1) - nfy09113q"
329883,"greek yogurt, chobani plain non-fat (al1,ca1) - cy0921j"
329884,"greek yogurt, chobani plain non-fat (ca1) - nfy090zwg"
329885,"greek yogurt, chobani plain non-fat (al1) - nfy090zsv"
329886,"greek yogurt, chobani plain non-fat (ca1) - nfy090zwf"
329887,"greek yogurt, chobani plain non-fat (ca1) - nfy090zwj"
329888,"greek yogurt, chobani plain non-fat (ca1) - nfy090zwi"
329889,"greek yogurt, chobani plain non-fat (ca1) - nfy090zwh"
329890,"tocopherols, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091103"
329891,"cholesterol, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091104"
329892,"minerals, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091105"
329893,"niacin, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091106"
329894,"panthothenic acid, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091107"
329895,"riboflavin, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091108"
329896,"selenium, greek yogurt, chobani plain non-fat (al1,ca1) - nfy091109"
329897,"thiamin, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110a"
329898,"vitamin b6, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110b"
329899,"vitamin d, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110c"
329900,"amino acids, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110d"
329901,"fatty acids, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110e"
329902,"proximates, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110f"
329903,"vitamin b12, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110g"
329904,"vitamin k, greek yogurt, chobani plain non-fat (al1,ca1) - nfy09110h"
329905,"greek yogurt, chobani plain non-fat (co1,ct1) - cy0921l"
329906,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxz"
329907,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxu"
329908,"greek yogurt, chobani plain non-fat (co1) - nfy090zwx"
329909,"greek yogurt, chobani plain non-fat (co1) - nfy090zx1"
329910,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxw"
329911,"greek yogurt, chobani plain non-fat (co1) - nfy090zx2"
329912,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxv"
329913,"greek yogurt, chobani plain non-fat (co1) - nfy090zwy"
329914,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxx"
329915,"greek yogurt, chobani plain non-fat (co1) - nfy090zx3"
329916,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxs"
329917,"greek yogurt, chobani plain non-fat (co1) - nfy090zwz"
329918,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxy"
329919,"greek yogurt, chobani plain non-fat (ct1) - nfy090zxt"
329920,"greek yogurt, chobani plain non-fat (co1) - nfy090zww"
329921,"greek yogurt, chobani plain non-fat (co1) - nfy090zx0"
329922,"tocopherols, greek yogurt, chobani plain non-fat (co1,ct1) - nfy09110x"
329923,"cholesterol, greek yogurt, chobani plain non-fat (co1,ct1) - nfy09110y"
329924,"minerals, greek yogurt, chobani plain non-fat (co1,ct1) - nfy09110z"
329925,"niacin, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091110"
329926,"riboflavin, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091111"
329927,"selenium, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091112"
329928,"thiamin, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091113"
329929,"vitamin b6, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091114"
329930,"fatty acids, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091115"
329931,"proximates, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091116"
329932,"vitamin b12, greek yogurt, chobani plain non-fat (co1,ct1) - nfy091117"
329933,"greek yogurt, fage plain nonfat (co1,ct1) - cy0921r"
329934,"greek yogurt, fage plain nonfat (co1) - nfy090zwu"
329935,"greek yogurt, fage plain nonfat (ct1) - nfy090zy1"
329936,"greek yogurt, fage plain nonfat (ct1) - nfy090zy0"
329937,"greek yogurt, fage plain nonfat (ct1) - nfy090zy5"
329938,"greek yogurt, fage plain nonfat (ct1) - nfy090zy3"
329939,"greek yogurt, fage plain nonfat (ct1) - nfy090zy2"
329940,"tocopherols, greek yogurt, fage plain nonfat (co1,ct1) - nfy091137"
329941,"cholesterol, greek yogurt, fage plain nonfat (co1,ct1) - nfy091138"
329942,"minerals, greek yogurt, fage plain nonfat (co1,ct1) - nfy091139"
329943,"niacin, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113a"
329944,"riboflavin, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113b"
329945,"selenium, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113c"
329946,"thiamin, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113d"
329947,"vitamin b6, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113e"
329948,"fatty acids, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113f"
329949,"proximates, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113g"
329950,"vitamin b12, greek yogurt, fage plain nonfat (co1,ct1) - nfy09113h"
329951,"greek yogurt, chobani plain non-fat (mi1,ok1) - cy0921n"
329952,"greek yogurt, chobani plain non-fat (mi1) - nfy090zx4"
329953,"greek yogurt, chobani plain non-fat (mi1) - nfy090zx8"
329954,"greek yogurt, chobani plain non-fat (mi1) - nfy090zx7"
329955,"greek yogurt, chobani plain non-fat (ok1) - nfy0910j6"
329956,"greek yogurt, chobani plain non-fat (mi1) - nfy090zx6"
329957,"greek yogurt, chobani plain non-fat (mi1) - nfy090zx5"
329958,"retinol, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111m"
329959,"tocopherols, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111n"
329960,"cholesterol, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111o"
329961,"minerals, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111p"
329962,"niacin, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111q"
329963,"panthothenic acid, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111r"
329964,"riboflavin, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111s"
329965,"selenium, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111t"
329966,"sugars, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111u"
329967,"thiamin, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111v"
329968,"vitamin b6, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111w"
329969,"fatty acids, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111x"
329970,"proximates, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111y"
329971,"vitamin b12, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy09111z"
329972,"choline, greek yogurt, chobani plain non-fat (mi1,ok1) - nfy091120"
329973,"greek yogurt, fage plain nonfat (al1,ca1) - cy0921p"
329974,"greek yogurt, fage plain nonfat (ca1) - nfy090zw2"
329975,"greek yogurt, fage plain nonfat (ca1) - nfy090zw3"
329976,"greek yogurt, fage plain nonfat (al1) - nfy090zsx"
329977,"greek yogurt, fage plain nonfat (ca1) - nfy090zw4"
329978,"greek yogurt, fage plain nonfat (ca1) - nfy090zw1"
329979,"greek yogurt, fage plain nonfat (ca1) - nfy090zw5"
329980,"tocopherols, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112g"
329981,"cholesterol, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112h"
329982,"minerals, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112i"
329983,"niacin, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112j"
329984,"panthothenic acid, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112k"
329985,"riboflavin, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112l"
329986,"selenium, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112m"
329987,"thiamin, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112n"
329988,"vitamin b6, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112o"
329989,"fatty acids, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112p"
329990,"proximates, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112q"
329991,"vitamin b12, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112r"
329992,"vitamin k, greek yogurt, fage plain nonfat (al1,ca1) - nfy09112s"
329993,"greek yogurt, dannon oikos plain non-fat (in1,ny1) - cy0921u"
329994,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zpq"
329995,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zvy"
329996,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zvz"
329997,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zpr"
329998,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zvv"
329999,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zpo"
330000,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zw0"
330001,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zps"
330002,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zvw"
330003,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zpp"
330004,"greek yogurt, dannon oikos plain non-fat (in1) - nfy090zpt"
330005,"greek yogurt, dannon oikos plain non-fat (ny1) - nfy090zvx"
330006,"minerals, greek yogurt, dannon oikos plain non-fat (in1,ny1) - nfy09114j"
330007,"proximates, greek yogurt, dannon oikos plain non-fat (in1,ny1) - nfy09114l"
330008,"greek yogurt, dannon oikos plain non-fat (mi1) - cy0921y"
330009,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxe"
330010,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxi"
330011,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxf"
330012,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxj"
330013,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxg"
330014,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxd"
330015,"greek yogurt, dannon oikos plain non-fat (mi1) - nfy090zxh"
330016,"minerals, greek yogurt, dannon oikos plain non-fat (mi1) - nfy091160"
330017,"proximates, greek yogurt, dannon oikos plain non-fat (mi1) - nfy091161"
330018,"greek yogurt, dannon oikos plain non-fat (ca2,nc1) - cy0921w"
330019,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zp1"
330020,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910ik"
330021,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910ig"
330022,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zoy"
330023,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zp3"
330024,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910il"
330025,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910ih"
330026,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zp0"
330027,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zp5"
330028,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910if"
330029,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910ij"
330030,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zoz"
330031,"greek yogurt, dannon oikos plain non-fat (nc1) - nfy090zp4"
330032,"greek yogurt, dannon oikos plain non-fat (ca2) - nfy0910ii"
330033,"minerals, greek yogurt, dannon oikos plain non-fat (ca2,nc1) - nfy09115a"
330034,"proximates, greek yogurt, dannon oikos plain non-fat (ca2,nc1) - nfy09115c"
330035,"greek yogurt, dannon oikos plain non-fat (al1,ca1) - cy0921v"
330036,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zw9"
330037,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zw8"
330038,"greek yogurt, dannon oikos plain non-fat (al1) - nfy090zst"
330039,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zw7"
330040,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zwb"
330041,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zwc"
330042,"greek yogurt, dannon oikos plain non-fat (ca1) - nfy090zwa"
330043,"tocopherols, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114q"
330044,"cholesterol, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114r"
330045,"minerals, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114s"
330046,"niacin, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114t"
330047,"panthothenic acid, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114u"
330048,"riboflavin, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114v"
330049,"selenium, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114w"
330050,"thiamin, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114x"
330051,"vitamin b6, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114y"
330052,"fatty acids, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy09114z"
330053,"proximates, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy091150"
330054,"vitamin b12, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy091151"
330055,"vitamin k, greek yogurt, dannon oikos plain non-fat (al1,ca1) - nfy091152"
330056,"greek yogurt, fage plain nonfat (ca2,nc1) - cy0921t"
330057,"greek yogurt, fage plain nonfat (nc1) - nfy090zov"
330058,"greek yogurt, fage plain nonfat (nc1) - nfy090zos"
330059,"greek yogurt, fage plain nonfat (nc1) - nfy090zow"
330060,"greek yogurt, fage plain nonfat (ca2) - nfy0910ic"
330061,"greek yogurt, fage plain nonfat (nc1) - nfy090zot"
330062,"greek yogurt, fage plain nonfat (ca2) - nfy0910id"
330063,"greek yogurt, fage plain nonfat (nc1) - nfy090zou"
330064,"retinol, greek yogurt, fage plain nonfat (ca2,nc1) - nfy09113w"
330065,"tocopherols, greek yogurt, fage plain nonfat (ca2,nc1) - nfy09113x"
330066,"cholesterol, greek yogurt, fage plain nonfat (ca2,nc1) - nfy09113y"
330067,"minerals, greek yogurt, fage plain nonfat (ca2,nc1) - nfy09113z"
330068,"niacin, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091140"
330069,"panthothenic acid, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091141"
330070,"riboflavin, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091142"
330071,"selenium, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091143"
330072,"sugars, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091144"
330073,"thiamin, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091145"
330074,"vitamin b6, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091146"
330075,"amino acids, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091147"
330076,"fatty acids, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091148"
330077,"proximates, greek yogurt, fage plain nonfat (ca2,nc1) - nfy091149"
330078,"vitamin b12, greek yogurt, fage plain nonfat (ca2,nc1) - nfy09114a"
330079,"greek yogurt, dannon oikos plain non-fat (fl1,mo1) - cy0921z"
330080,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpe"
330081,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090zts"
330082,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpi"
330083,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090ztn"
330084,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zph"
330085,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090ztr"
330086,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090ztm"
330087,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpg"
330088,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090ztp"
330089,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090ztl"
330090,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpf"
330091,"greek yogurt, dannon oikos plain non-fat (fl1) - nfy090zto"
330092,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpj"
330093,"greek yogurt, dannon oikos plain non-fat (mo1) - nfy090zpk"
